caution_ranking,to_remove,id,author,quote,char_count
2,,2025,Allen Ginsberg,"None of us understand what we're doing, but we do beautiful things anyway.",74
3,x,2026,Allen Ginsberg,Follow your inner moonlight; don't hide the madness.,52
2,,2027,Allen Ginsberg,"When you notice something clearly and see it vividly, it then becomes sacred.",77
2,,2028,Allen Ginsberg,The poignancy of a photograph comes from looking back to a fleeting moment in a floating world. The transitoriness is what creates the sense of the sacred.,155
2,,2029,Adrienne Rich,When a woman tells the truth she is creating the possibility for more truth around her.,87
3,x,2030,Adrienne Rich,The unconscious wants truth. It ceases to speak to those who want something else more than truth.,97
4,x,2031,Adrienne Rich,"False history gets made all day, any day, the truth of the new is never on the news.",84
2,,2032,Adrienne Rich,Lying is done with words and also with silence.,47
3,x,2033,Adrienne Rich,"There is no 'the truth,' 'a truth'--truth is not one thing, or even a system. It is an increasing complexity.",109
2,,2034,Adrienne Rich,I choose to love this time for once with all my intelligence. -- *The Dream of a Common Language: Poems 1974-1977*,114
5,x,2035,Adrienne Rich,I do not give simplehearted love and nor allow you simply love me. -- *Tonight No Poetry Will Serve*,100
3,x,2036,Adrienne Rich,"An honorable human relationship--that is, one in which two people have the right to use the word 'love'--is a process, delicate, violent, often terrifying to both persons involved, a process of refining the truths they can tell each other. -- *On Lies, Secrets, and Silence: Selected Prose 1966-1978*",300
2,,2037,Adrienne Rich,The more I live the more I think two people together is a miracle. -- *Twenty-One Love Poems*,93
4,x,2038,Adrienne Rich,"I touch you knowing we weren't born tomorrow, and somehow, each of us will help the other live, and somewhere, each of us must help the other die. -- *Twenty-One Love Poems*",173
2,,2039,Adrienne Rich,The beauty of darkness is how it lets you see.,46
2,x,2040,Adrienne Rich,"We may feel bitterly how little our poems can do in the face of seemingly out-of-control technological power and seemingly limitless corporate greed, yet it has always been true that poetry can break isolation, show us to ourselves when we are outlawed or made invisible, remind us of beauty where no beauty seems possible, remind us of kinship where all is represented as separation.",384
4,x,2041,Adrienne Rich,"You have to be free to play around with the notion that day might be night, love might be hate; nothing can be too sacred for the imagination to turn into opposite or to call experimentally by another name. For writing is renaming.",231
2,,2042,Octavio Paz,"Poetry is not truth, it is the resurrection of presences.",57
4,x,2043,Octavio Paz,"The relations between rhetoric and ethics are disturbing: the ease with which language can be twisted is worrisome, and the fact that our minds accept these perverse games so docilely is no less cause for concern.",213
6,x,2044,Octavio Paz,Modern man likes to pretend that his thinking is wide-awake. But this wide-awake thinking has led us into the mazes of a nightmare in which the torture chambers are endlessly repeated in the mirrors of reason.,209
2,,2045,Octavio Paz,"Wisdom lies neither in fixity nor in change, but in the dialectic between the two.",82
4,x,2046,Octavio Paz,"Love is an attempt to penetrate another being, but it can only be realized if the surrender is mutual.",102
4,x,2047,Octavio Paz,"It is always difficult to give oneself up; few persons anywhere ever succeed in doing so, and even fewer transcend the possessive stage to know love for what it actually is: a perpetual discovery, and immersion in the waters of reality, an unending re-creation.",261
5,x,2048,Octavio Paz,To love is to undress our names.,32
2,,2049,Octavio Paz,Love is the revelation of the other person's freedom.,53
3,x,2050,Octavio Paz,Love is not a desire for beauty; it is a yearning for completion.,65
2,,2051,Octavio Paz,"A flower without a stem, is beauty waiting to die. A heart without love, is a tear waiting to cry.",98
2,,2052,Octavio Paz,"A glass pitcher, a wicker basket, a tunic of coarse cloth. Their beauty is inseparable from their function. Handicrafts belong to a world existing before the separation of the useful and the beautiful.",201
6,x,2053,Octavio Paz,"This poem is dedicated to those women/Whose beauty is in their charm,/In their intelligence,/In their character,/Not on their fabricated looks.",143
3,x,2054,Clarice Lispector,"Truth is always an interior and inexplicable contact. My truest life is unrecognizable, extremely interior and there is not a single word that defines it.",154
3,x,2055,Clarice Lispector,"For only when I err do I get away from what I know and what I understand. If 'truth' were what I can understand, it would end up being but a small truth, my-sized. Truth must reside precisely in what I shall never understand.",225
2,,2056,Clarice Lispector,"The only truth is that I live. Sincerely, I live. Who am I? Well, that's a bit much.",84
4,x,2057,Clarice Lispector,"I do not know much. But there are certain advantages in not knowing. Like virgin territory, the mind is free of preconceptions. Everything I do not know forms the greater part of me: This is my largesse. And with this I understand everything. The things I do not know constitute my truth.",288
5,x,2058,Clarice Lispector,"Love is now, is always. All that is missing is the coup de grâce--which is called passion.",91
2,,2059,Clarice Lispector,Perhaps love is to give one's own solitude to others? For it is the very last thing we have to offer.,101
3,x,2060,Clarice Lispector,It is because I dove into the abyss that I am beginning to love the abyss I am made of.,87
4,x,2061,Clarice Lispector,"Reality prior to my language exists as an unthinkable thought... life precedes love, bodily matter precedes the body, and one day in its turn language shall have preceded possession of silence.",193
4,x,2062,Clarice Lispector,"Love is so much more deadly than I had thought, love is so much inherent as the very lack, and we are guaranteed by a need to be renewed continuously. Love is now, is forever. There is just the blow of grace--call it passion.",225
2,,2063,Clarice Lispector,"Here is a moment of extravagant beauty: I drink it liquid from the shells of my hands and almost all of it runs sparkling through my fingers: but beauty is like that, it is a fraction of a second, quickness of a flash and then immediately it escapes.",250
3,x,2064,Clarice Lispector,"When I suddenly see myself in the depths of the mirror, I take fright. I can scarcely believe that I have limits, that I am outlined and defined. I feel myself to be dispersed in the atmosphere, thinking inside other creatures, living inside things beyond myself. When I suddenly see myself in the mirror, I am not startled because I find myself ugly or beautiful. I discover, in fact, that I possess another quality.",417
4,x,2065,Clarice Lispector,"I don't want beauty, I want identity.",37
5,x,2066,Clarice Lispector,"In the world there exists no aesthetic plane, not even the aesthetic plane of goodness.",87
5,x,2067,Jorge Luis Borges,The truth is that we live out our lives putting off all that can be put off; perhaps we all know deep down that we are immortal and that sooner or later all men will do and know all things.,189
4,x,2068,Jorge Luis Borges,"Historical truth, for him, is not what has happened; it is what we judge to have happened.",90
2,,2069,Jorge Luis Borges,"Reality is not always probable, or likely.",42
2,,2070,Jorge Luis Borges,"Scattered through the ordinary world, there are books and artifacts and perhaps people who are like doorways into impossible realms, of impossible and contradictory truth.",171
3,x,2071,Jorge Luis Borges,"The metaphysicians of Tlön do not seek for the truth or even for verisimilitude, but rather for the astounding.",112
4,x,2072,Jorge Luis Borges,To fall in love is to create a religion that has a fallible god.,64
2,,2073,Jorge Luis Borges,Being with you and not being with you is the only way I have to measure time.,77
2,,2074,Jorge Luis Borges,One is in love when one realizes that the other person is unique.,65
4,x,2075,Jorge Luis Borges,"There are those who seek the love of a woman to forget her, to not think about her.",83
2,,2076,Jorge Luis Borges,I think of reading a book as no less an experience than travelling or falling in love.,86
2,,2077,Jorge Luis Borges,"For me, beauty is a physical sensation, something we feel with our whole body. It is not the result of judgement. We do not arrive at it by way of rules. We either feel beauty or we don't.",188
4,x,2078,Jorge Luis Borges,"In this world, beauty is so common.",35
2,,2079,Jorge Luis Borges,"The aesthetic event is something as evident, as immediate, as indefinable as love, the taste of fruit, of water.",112
6,x,2080,Gabriel García Márquez,"A lie is more comfortable than doubt, more useful than love, more lasting than truth.",85
3,x,2081,Gabriel García Márquez,"The truth is that the first changes are so slow they pass almost unnoticed, and you go on seeing yourself as you always were, from the inside, but others observe you from the outside.",183
4,x,2082,Gabriel García Márquez,"The truth is that she spoke about her misfortune without any shame in order to cover up the other misfortune, the real one, that was burning in her insides.",156
